,timestamp,cpu_user,cpu_system,memory_used,memory_total,disk_used,disk_total
0,2025-01-28T21:50:40.493442,0.0,0.1,2269564928,8016547840,8325619712,1081101176832
1,2025-01-28T21:50:41.494890,0.0,0.1,2269372416,8016547840,8325619712,1081101176832
2,2025-01-28T21:50:42.603144,0.1,0.1,2267561984,8016547840,8325619712,1081101176832
3,2025-01-28T21:50:43.604593,0.0,0.0,2267820032,8016547840,8325619712,1081101176832
4,2025-01-28T21:50:44.605913,0.1,0.3,2272264192,8016547840,8325619712,1081101176832
